GENE	DISTANCE	EXPRESSION	DSB
SH3BGRL3	0	36123.9839528	0.270715059419
UBXN11	1	19730.0220895	0.199539214496
CD52	4	772.364223096	0.0514598064566
AIM1L	33	6.56872751934	0.00880288921114
ZNF683	14	62.3138364699	0.0126906465977
LIN28A	21	57.7904121854	0.0105323895003
DHDDS	42	28.5810367525	0.00854278863051
HMGN2	82	8530.70530564	0.171810290029
RPS6KA1	78	2.26992029511	0.0042717254638
ARID1A	74	90.458803584	0.0308560465242
PIGV	3	1748.65041348	0.0838742944402
ZDHHC18	17	81.0108637077	0.0128519077837
SFN	16	40.7251166106	0.012827057015
GPN2	12	463.925016667	0.0302201122879
GPATCH3	22	18.2681155806	0.00846914310093
NR0B2	36	9.06149383386	0.00367447136825
NUDC	42	20.8742170041	0.00962513300301
TRNP1	3	898.975194867	0.0656862287032
FAM46B	17	63.0441017202	0.0114687853121
WDTC1	52	12.2971327714	0.00509404125382
TMEM222	35	8.79381143535	0.0109687910683
SYTL1	54	16.1307578178	0.00652397931224
MAP3K6	81	9.08502389265	0.00417259548238
FCN3	89	3.29161884361	0.00314670303878
CD164L2	98	1.64847758167	0.00163551914521
WASF2	64	22.8367656426	0.00749049776267
AHDC1	48	3.08613104628	0.00302986763427
FGR	24	49.8851621304	0.0107761078591
IFI6	12	32.4786548494	0.016967331141
FAM76A	63	1.17232966968	0.0028628548078
POLR1B	63	20.3149441556	0.00706088313666
SMPDL3B	47	5.83478344346	0.00374305659527
XKR8	22	27.1776883074	0.00972621337863
EYA3	1	813.361991481	0.201351704594
PTAFR	28	15.0895161937	0.00648158816171
DNAJC8	14	55.4311054849	0.0175050551254
SESN2	9	3325.24333878	0.0826208249496
MED18	30	128.432482696	0.0193379145399
PHACTR4	10	123.399274827	0.0226564341801
SNHG3	16	1666606.58897	2.00522389804
RCC1	16	873.133518221	0.0470209549154
TRNAU1AP	31	69.7319044043	0.0128736767959
SNHG12	18	23917.971205	0.395700316878
SNORD99	21	1135799.27159	2.26065889233
SNORA61	20	511972.836445	1.1558504015
SNORA44	19	10675.3605364	0.147638031985
SNORA16A	18	627.814943797	0.468294089958
TAF12	35	15.2998108165	0.00892135520869
RNU11	39	5786605421.05	224.958036432
GMEB1	59	3.11770669439	0.00327298985822
YTHDF2	42	93.4740827413	0.015450384394
OPRD1	22	38.5394770621	0.0095856604488
EPB41	97	54.8905225437	0.0104984480138
TMEM200B	62	11.4410758917	0.00499111626208
SRSF4	2	6296.74967554	0.120579997034
MECR	23	51.1315218991	0.00961595162266
PTPRU	27	23.8846375916	0.0100335391597
MATN1	55	4.16207620602	0.00578728007791
MATN1-AS1	61	1122.33315589	0.0465020210629
LAPTM5	20	11.65633625	0.0103334607076
SDC3	5	304.194170916	0.047667681099
SERINC2	1	3312.29922323	0.202364663385
TINAGL1	28	12.0459169743	0.00897243206498
PEF1	13	38.7095930874	0.0202438348319
COL16A1	45	4.51007168277	0.00449690593128
SPOCD1	27	46.2668722924	0.00906616922438
YARS	50	386.586975513	0.0679559287906
S100PBP	45	34.2831393904	0.00884612752756
FNDC5	2	1803.38409481	0.0999035112206
CACNA1A	80	0.522376227626	0.000495242931617
TMEM54	26	16.0486955163	0.0071917568584
RNF19B	36	21.7973622721	0.00722736846566
AK2	21	190.690352685	0.0229296242195
ZNF362	41	6.28392192539	0.00708566415206
PHC2	9	245.104671174	0.0214172960094
ZSCAN20	0	22222.8812794	0.220633249339
SMIM12	8	206.926380912	0.033488020546
DLGAP3	78	7.11473952943	0.00405711943472
TEKT2	48	14.4689077651	0.00649205542072
ADPRHL2	44	71.9244349604	0.0131848963135
COL8A2	5	50.6139078708	0.0384098336504
TRAPPC3	18	140.905472251	0.0223541217696
MAP7D1	23	13.8511756306	0.0096166919863
THRAP3	34	57.1937516587	0.0138562555391
ZC3H12A	16	129.578473599	0.0163049301611
MEAF6	58	15.0731258619	0.00598823286962
SNIP1	98	8.95089882427	0.00661369327507
DNALI1	99	1.95899953466	0.00192532519324
GNL2	84	26.3727054185	0.00856834826578
RSPO1	45	7.73852891211	0.00429363036928
C1ORF109	11	680.857203637	0.049131998099
CDCA8	9	146.56434533	0.0291896855032
EPHA10	84	4.1323259684	0.00350939214096
RRAGC	31	72.9087425215	0.0121582755904
MYCBP	45	6.85130867247	0.00296772522756
NDUFS5	71	15.7629432437	0.00675579720746
MACF1	13	162.632007795	0.0178005858495
BMP8A	56	14.4323050303	0.00545220798842
PPIEL	13	88.2543111514	0.0147108822785
PABPC4	28	49.0019169027	0.0278638888592
SNORA55	21	73.1117876686	0.0211866379136
HEYL	33	17.5340894066	0.00705519078362
NT5C1A	66	2.5600240217	0.0027412756868
HPCAL4	85	4.07274251426	0.002475734573
PPIE	83	15.2667400765	0.00709446212501
BMP8B	31	10.5490686326	0.00716354597808
TRIT1	22	31.0626285226	0.013673995358
CAP1	67	101.34405939	0.0138505865685
PPT1	48	3.84358539737	0.00314977786291
RLF	11	25.5062668205	0.0206378803224
TMCO2	97	0.406320589597	0.000516576802855
COL9A2	91	8.57843249468	0.00506014474827
SMOC2	13	69.7841252376	0.0141271177443
ZFP69B	40	16.7248597445	0.0111358383856
ZFP69	67	7.05654414327	0.0041760710189
EXO5	98	5.29974460143	0.00331094895672
NFYC	71	8.08424727787	0.00817392586982
MIR30E	25	9.38978594989	0.00613646327484
MIR30C1	23	16.4735949315	0.0101029094983
KCNQ4	1	20000.4102856	0.200075711138
CITED4	81	83.2031278256	0.0180830283003
SCMH1	83	9.40296285812	0.00455640768132
GUCA2A	18	25.3312028453	0.0121425196486
PPIH	85	11.5975752233	0.00586490988329
YBX1	94	125.502639665	0.017253126311
C1ORF50	10	102.213502183	0.0196607661391
ERMAP	45	106.41580209	0.0159192016994
ZNF691	66	189.168758624	0.0407528637791
FAM183A	75	5.01211226607	0.00331736636804
EBNA1BP2	53	35.7494433421	0.00779233022486
TMEM125	39	4.47685599314	0.004120061197
C1ORF210	57	0.825708538528	0.000892110209525
TIE1	70	2.52675046731	0.00196447461856
CDC20	58	140.213920586	0.0227969749239
ELOVL1	47	92.0527899555	0.0180182282987
MED8	26	1383.60521867	0.055043286167
SZT2	27	46.1498775754	0.0122193653528
HYI	38	27.6268182333	0.00794214258308
PTPRF	0	12566.9346923	0.222763145268
DMAP1	9	90.0660200142	0.0206106233179
ERI3	20	69.1491770246	0.0127966680951
RNF220	27	26.5972918754	0.0078340389804
TMEM53	23	28.6475731913	0.00858835933255
KIF2C	51	175.439724931	0.0208876919528
RPS8	22	6422.92270198	0.12749745481
SNORD55	21	150774.86815	1.00252508045
SNORD46	21	241175.043443	0.824947520925
SNORD38A	19	33758.4783555	0.295742919157
SNORD38B	19	183.046475657	0.0431988252441
PLK3	2	4252.72143964	0.103336763267
BTBD19	10	290.721339495	0.0245698200831
PTCH2	47	25.7684971134	0.00699584102109
EIF2B3	21	13.9797194791	0.00790751221586
HECTD3	0	8094.52167426	0.224540776732
UROD	0	29625.9706739	0.312320677583
TESK2	0	18888.4406385	0.223338281963
MMACHC	0	11864.0056658	0.226210244354
PRDX1	11	132953.028269	0.677711475059
AKR1A1	19	71.7836606986	0.0155130138872
NASP	11	582.196453583	0.0332817140345
CCDC17	53	210.739617133	0.023670651723
RPS15AP10	75	18.2311569491	0.00523836880197
PIK3R3	96	2.15492155368	0.0018565944267
FAAH	83	5.16252798965	0.00342893917707
DMBX1	20	79.7117007388	0.0121288195758
MKNK1	78	12.9988450404	0.00458640012386
MOB3C	89	11.3567448944	0.00420925674269
ATPAF1	54	18.0662046872	0.00577954986022
EFCAB14	1	13431.7467901	0.203280692911
CYP4B1	68	2.08451785014	0.00238464011639
LINC00853	1	19236.9297361	0.210921241636
PDZK1IP1	9	109.32131843	0.0230131228795
TAL1	33	4673.78623318	0.116788931957
STIL	48	49.1019352007	0.00929776778505
CMPK1	65	3.48181067626	0.00366336201434
FOXD2-AS1	93	9.58978490944	0.00992940346392
FOXD2	94	4.27197739006	0.00281523001089
SLC5A9	24	36.6390202716	0.00825559284779
SPATA6	23	36.757159928	0.00878585783896
FAF1	85	13.9153262157	0.00590018665395
CDKN2C	77	123.50303627	0.0209137621156
C1ORF185	54	5.45057916339	0.00450488914598
TTC39A	16	56.5555905981	0.0131278967496
EPS15	19	87.2463229362	0.0127454255941
OSBPL9	76	3.76310635881	0.00438305837437
RAB3B	89	3.86095694262	0.00396540014211
CC2D1B	67	101.684641325	0.0164832685743
GPX7	70	4.04546846929	0.0039645970164
ZYG11B	46	5.10089760496	0.00575262192349
ZYG11A	57	8.69164470172	0.00487728198456
ECHDC2	23	39.2685086009	0.00867002588584
SYCP2	26	6.06456328966	0.00579221598278
CPT2	81	19.1180492102	0.0102405261245
C1ORF123	55	16.4293730151	0.00999039235541
MAGOH	37	88.6662939191	0.0137720436756
LRP8	52	4.53128090419	0.00303644266508
DMRTB1	66	4.65380763522	0.00372635150081
YIPF1	68	4.03360265631	0.00340954629514
DIO1	66	2.16951261924	0.00287636055694
HSPB11	12	129.4565207	0.0190254459421
LRRC42	14	39.5463519088	0.0138279859823
TMEM59	95	12.7127511894	0.0051579413798
TCEANC2	93	2.93112764091	0.00341158180584
SSBP3	78	15.2939950648	0.00520766204561
ACOT11	50	9.0420876812	0.00508739486794
TTC4	35	7.64096050744	0.0057387123088
PARS2	6	202.866988064	0.0500661740768
TTC22	5	216.991248342	0.039148130461
DHCR24	91	1.73130978201	0.001345998322
TMEM61	17	30.8208936615	0.0145243677955
BSND	1	15021.4745219	0.202036986642
PCSK9	42	32.1710418684	0.0109654574665
PRKAA2	47	2.9906381309	0.00204246796313
MYSM1	38	18.322434938	0.00861895110644
JUN	38	385.581725497	0.0725108213244
L1TD1	14	35.9538665325	0.0134608727883
KANK4	88	1.46086716695	0.00260455620982
USP1	26	72.4732454202	0.0113767357867
DOCK7	59	4.15999326596	0.00255167575726
ATG4C	33	19.8111525185	0.00735514493633
LINC00466	1	13506.9837162	0.199382701828
FOXD3	2	728.089122142	0.101098095591
ALG6	47	9.98152907176	0.00389841752193
ITGB3BP	95	1.69166202261	0.00134871728915
EFCAB7	97	1.95387619252	0.00193244253773
DLEU2L	71	3.11556608941	0.00283219612858
PGM1	2	1017.98999288	0.0990636056371
RAVER2	75	0.148680359654	0.00120370497488
AK4	28	31.8280142478	0.00828178360536
LEPROT	9	206.792015863	0.0242493895162
LEPR	95	2.02406005629	0.00196539220836
SGIP1	86	1.27425689063	0.00202107600415
TCTEX1D1	10	148.25582995	0.0177911713832
INSL5	30	27.9649329737	0.00761383318332
WDR78	70	5.34482731216	0.00368087300615
MIER1	72	25.2881667312	0.00666368998015
SLC35D1	56	4.58804999767	0.00422232772089
IL12RB2	42	8.92850303579	0.00413852851514
SERBP1	82	211.136168155	0.0253798190233
GADD45A	77	1287.69041383	0.148878144816
GNG12	72	6.01217336255	0.00397240311652
GNG12-AS1	69	0.500733440442	0.00188023061153
DIRAS3	56	3.11898373848	0.00230940352909
LRRC40	77	4.68054179928	0.00246753014474
SRSF11	91	53.6059272385	0.0121272660576
PTGER3	1	16516.0201007	0.200247404195
ZRANB2-AS1	1	8805.74711963	0.199722031918
ZRANB2	35	110.861930341	0.0192388682088
MIR186	21	36.8446317494	0.00965093907455
ZRANB2-AS2	33	12.9772858967	0.0046844636087
CRYZ	37	8.39298106609	0.00485633157712
TYW3	39	12.9165920194	0.00577613974554
ST6GALNAC3	73	10.4547377049	0.00424232452144
GIPC2	65	2.9254751343	0.00515308753516
PRKACB	43	6.59321482316	0.00592727421706
UOX	36	4.39739414778	0.00527436497804
RPF1	56	6.54383825405	0.00467401106211
GNG5	85	7.35630076196	0.0064960137371
LPAR3	55	10.2598539729	0.00639975058268
SYDE2	57	12.0405656533	0.00528452975164
C1ORF52	1	633.315205145	0.236728586855
BCL10	18	53.7925427997	0.0143361630201
DDAH1	7	313.618956569	0.0306843860781
CYR61	7	256.550801931	0.028172292325
HS2ST1	84	1.98072540777	0.00332024407809
LMO4	30	102.787835056	0.0142181163223
LRRC8B	39	8.4705183147	0.00894810757793
LRRC8C	32	23.2842881734	0.00851492992658
LRRC8D	11	31.3712561561	0.0307421554653
GEMIN8P4	46	36.8666638634	0.0100100096521
ZNF326	44	23.0997065028	0.00734883963428
TGFBR3	39	13.5733656963	0.00531821869799
BRDT	21	12.5687156781	0.00903101790525
EPHX4	32	4.04466886377	0.00498108658567
BTBD8	82	4.1282418125	0.00404692444825
EVI5	65	12.242783035	0.00493260597687
RPL5	20	2271.11619897	0.0687161281617
SNORD21	15	9545.80516059	0.14120633449
SNORA66	12	509.011292896	0.0342961296615
FAM69A	29	20.4008379845	0.00590000198444
MTF2	16	123.409122112	0.0165516159156
DR1	94	10.128811225	0.00530353441026
FNBP1L	7	151.005472796	0.0286728915811
BCAR3	8	173.468391951	0.0262069554128
MIR760	6	272.252263378	0.0364675443632
DNTTIP2	40	56.4007878489	0.012900602232
GCLM	71	18.1454724934	0.00672514390896
ARHGAP29	90	1.05725032177	0.00100279615427
ABCD3	54	4.2494456737	0.00239112089074
F3	13	91.0145770987	0.0154405997519
CNN3	71	2.90127584932	0.00289763633158
ALG14	32	29.2943682387	0.00756185070369
TMEM56	74	2.3292600952	0.00480006610344
TMEM56-RWDD3	74	0.818147217122	0.000956693383899
FRRS1	42	14.5203054467	0.0114973802123
AGL	40	5.11481913173	0.00527352486082
EXTL2	23	9.12985318586	0.00996441302479
SLC30A7	24	11.3311883457	0.00784305288807
S1PR1	53	14.8453322444	0.00525835059321
SLC25A24	76	8.60034466966	0.00380018195388
FAM102B	5	201.413223091	0.0401068325584
STXBP3	76	12.0431736657	0.00500097507006
AKNAD1	34	8.58538794638	0.00557410255745
GPSM2	23	67.0170380401	0.0111369800936
CLCC1	64	37.6169775616	0.00822572036158
WDR47	69	1.34099534293	0.00176945256676
TAF13	35	19.6513363611	0.00943936617723
TMEM167B	22	112.992271843	0.0176894213845
SCARNA2	13	35128398.8155	12.238758222
C1ORF194	2	4589.72165716	0.0992158091719
KIAA1324	0	22867.8007934	0.221517246616
SARS	18	1777.96673612	0.0780230353286
CELSR2	15	101.344276198	0.0137935489598
PSRC1	19	74.944494384	0.0175687960873
MYBPHL	43	11.1296763645	0.00585350568809
SORT1	0	8380.82057351	0.230209471098
PSMA5	27	307.996435462	0.0247698943615
ATXN7L2	83	9.14563494007	0.00436867162652
CYB561D1	93	36.0578627869	0.0081943966892
GNAI3	97	19.8902135703	0.00628164220101
MIR197	46	7245.03707542	0.206664444007
GNAT2	30	7.70663744438	0.00587994683466
AMPD2	26	9.78653660101	0.00904997698431
GSTM4	10	42.187126575	0.0209458144342
GSTM2	22	13.3503030148	0.0086015036023
GSTM5	66	2.34908543426	0.00190837967597
GSTM3	97	2.78528383736	0.00435377192556
AHCYL1	44	52.1070347635	0.0148469247357
STRIP1	14	17.0012346373	0.0174058503454
UBL4B	6	574.911617144	0.0333717093183
RBM15	28	263.607419105	0.0324298501704
SLC16A4	22	27.2520403369	0.0075989594882
LAMTOR5	5	963.609099012	0.0616474270584
PROK1	35	7.02006549828	0.004596968116
CYMP	40	18.2817688288	0.00611623136689
KCNA2	0	13202.1471188	0.222343622748
LRIF1	17	1435.47639912	0.0553650193635
DRAM2	81	59.3249162602	0.0102887741585
CEPT1	83	18.6858649267	0.00565070000593
DENND2D	20	12.2346423655	0.0120809386093
CHI3L2	4	485.339527044	0.0503496655157
CHIA	67	5.8126735202	0.00446462234006
PGCP1	1	12861.9534049	0.201251102645
OVGP1	36	23.4161565582	0.00798030099865
WDR77	32	11.3487114282	0.00882245920943
C1ORF162	9	186.073984199	0.0230415103174
ADORA3	7	54.9948604489	0.0285777182087
RAP1A	33	10.0869108868	0.00616369469142
FAM212B	25	10.3793017951	0.00542976834106
DDX20	39	36.8576654989	0.0104754140713
CTTNBP2NL	69	4.02156908194	0.00256161062072
WNT2B	0	8541.20934528	0.221297727152
ST7L	0	3886.17811647	0.221337442175
CAPZA1	1	15336.8484354	0.20803198407
MOV10	53	26.2671108653	0.00779779105217
RHOC	88	891.3636673	0.0494764745758
PPM1J	96	1.77959081139	0.00150718098023
SLC16A1	77	201.040152102	0.0318122049428
LRIG2	29	69.9144617183	0.0134484604761
PHTF1	78	5.87686447245	0.00564606442198
TSPAN2	49	10.1092400739	0.00508544782569
VANGL1	29	11.7259506301	0.0100164615346
MAB21L3	24	17.8208061134	0.00686588294386
ATP1A1	9	207.625507241	0.0266170774617
CD58	10	160.368797772	0.0217699492502
IGSF3	71	3.28829466092	0.00309175203869
CD2	11	54.9154160021	0.0164494138237
PTGFRN	89	6.90246630565	0.0030517989983
CD101	51	5.66853545633	0.00345273297707
TTF2	6	460.815937918	0.035623864227
MIR942	41	20.6488501282	0.00861395678523
TRIM45	70	1.22419283629	0.00125297843662
FAM46C	70	95.4956939992	0.0130376452878
GDAP2	35	20.4909076452	0.00648986989757
WDR3	33	27.7219928378	0.00775337228907
ZNF697	11	21.1953336366	0.0213910537818
PHGDH	50	263.099337434	0.0566710205014
HMGCS2	32	19.0795534456	0.00875652329412
NOTCH2	98	2.91131165956	0.00248608201287
HFE2	50	5.51318252666	0.00323272382484
TXNIP	24	582777.403135	11.1031937705
POLR3GL	8	215.139608198	0.0255427088946
ANKRD34A	7	68.9231684011	0.0312829808446
LIX1L	13	110.041946838	0.0166596509279
RBM8A	44	30.2788323001	0.00910873476453
GNRHR2	54	7.33596311264	0.00616967786956
PEX11B	52	6.29479258501	0.00357424444737
ITGA10	61	4.56839571007	0.00337237980091
ACP6	28	19.0375342748	0.00677620974929
HIST2H2BE	73	1057634.23173	1.74166412039
HIST2H2AC	74	9629.35082938	0.148028433996
HIST2H2AB	72	2443.79687292	0.0740112070734
BOLA1	62	2.32310444125	0.00223555201195
SV2A	42	6.43789368753	0.00301006986446
SF3B4	31	123.843845232	0.0170249698515
MTMR11	23	26.990599823	0.0083131013966
OTUD7B	48	14.4075116958	0.00666782666737
TARS2	21	23.6908859334	0.00763944841491
ECM1	41	8.60081938059	0.00354043853036
ADAMTSL4	14	151.219989027	0.0192146952967
MCL1	0	12034.1216315	0.302475305945
ENSA	15	371.499627201	0.0352507397843
GOLPH3L	83	8.70036763971	0.00522790314136
HORMAD1	90	2.24471715506	0.00339545216805
CTSS	45	6.59313537073	0.00329272981491
CTSK	3	2007.79561978	0.0663341433419
ARNT	62	8.02846653529	0.00528681718701
SETDB1	64	1.48704925925	0.00140568739684
CERS2	14	71.9806879215	0.0225621121518
ANXA9	9	163.466558463	0.0232790264318
BNIPL	45	27.3397974033	0.0075505251478
C1ORF56	55	11.2640877726	0.00468101501355
CDC42SE1	41	807.0319102	0.04879305766
MLLT11	43	13.3209485424	0.00538743904662
GABPB2	32	19.1547594996	0.00573815280544
SEMA6C	4	637.982254844	0.0498123023392
TNFAIP8L2	3	653.529639601	0.066667885396
LYSMD1	14	68.4614675475	0.0188614778798
SCNM1	12	35.8797128785	0.0154390678217
TMOD4	24	24.9820475286	0.011942249881
VPS72	38	36.8926329667	0.00918708737126
PIP5K1A	45	2.93736714531	0.00306416339695
PSMD4	46	9.06292928221	0.00381436540935
ZNF687	18	82.7180368796	0.0128457887705
PI4KB	16	45.6649848141	0.0168397249233
RFX5	3	1929.83648314	0.0725316902263
SELENBP1	28	26.3131143628	0.00675379731202
PSMB4	53	62.5568365215	0.0102957899012
RORC	97	4.12990120233	0.00306476769841
THEM4	19	38.5654376565	0.0136599886779
S100A10	57	10.39492391	0.00431849699161
S100A11	14	939.874252432	0.051926992756
SPRR2C	50	12.4486209122	0.00423015257401
PRR9	1	17453.7926496	0.199627826655
PGLYRP3	96	1.86775902666	0.00326223113985
S100A6	25	6.30289509705	0.00557621036099
S100A5	19	52.1719933075	0.00977059719959
S100A4	15	28.6712839582	0.0123198400652
S100A13	43	14.6262546009	0.00635527137725
S100A1	45	8.26493215905	0.004343753503
CHTOP	39	33.5441146775	0.00954698635905
SNAPIN	14	111.716082929	0.0165216097054
ILF2	0	2122.95898899	0.240593174512
NPR1	4	1278.26139283	0.0503213608267
INTS3	44	9.89006412766	0.00602830310684
SLC27A3	0	14016.4102554	0.221062476398
GATAD2B	58	13.1802481268	0.004427847677
DENND4B	34	113.599639361	0.0166042589203
CRTC2	22	86.2197764202	0.0124765487665
SLC39A1	17	101.834570073	0.0261726640382
CREB3L4	15	26.9629000014	0.0117229757837
JTB	3	2856.7058356	0.0796906601015
RAB13	2	5051.70894501	0.100127547591
RPS27	0	2205914.77475	3.37449081898
HAX1	58	45.5113708601	0.00909187856724
AQP10	9	202.798374717	0.0240891339133
ATP8B2	3	789.829659245	0.0680797690781
IL6R	74	11.0590209902	0.00426602447708
