Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PPARA KO MOUSE GSE6864 CREEDSID GENE 981 UP	4/292	9.042478670801672E-4	0.035411908997192876	0	0	10.51388888888889	73.68561296877354	CLTC;CLTA;ACTN4;SEPT5
XBP1 KO MOUSE GSE40273 CREEDSID GENE 1060 DOWN	4/293	9.158109639869823E-4	0.035411908997192876	0	0	10.476976310886345	73.2937893152798	AKAP13;TCF12;PDS5A;AFF4
TP63 SIRNA KYSE70 HUMAN GSE47058 RNASEQ UP	5/520	9.698094462253996E-4	0.035411908997192876	0	0	7.555339805825243	52.42205246203803	SEPT9;AKAP13;CREBBP;ACTN4;MLLT6
MITF KD H3A HUMAN GSE61966 RNASEQ UP	5/522	9.86606704396695E-4	0.035411908997192876	0	0	7.525338491295938	52.084666809016284	SEPT9;CREBBP;CLTC;ACTN4;AFF4
STAT3 SIRNA HCC1143 HUMAN GSE85579 RNASEQ UP	4/302	0.0010246310094324917	0.035411908997192876	0	0	10.155911202891069	69.90742993661075	SEPT9;CLTC;TCF12;CEP170B
NME2 INDUCTION HUMAN GSE40194 CREEDSID GENE 2959 DOWN	4/305	0.0010628461471843132	0.035411908997192876	0	0	10.053156146179402	68.83199900980652	MLLT11;SEPT9;ACTN4;SEPT2
PPARA DEFICIENCY MOUSE GSE6864 CREEDSID GENE 659 UP	4/306	0.0010758048302944672	0.035411908997192876	0	0	10.01935812531839	68.47916889411735	CLTC;CLTA;ACTN4;SEPT5
FOXQ1 OE SKMEL147 HUMAN GSE103071 RNASEQ UP	5/538	0.0011289341804075685	0.03567432010087917	0	0	7.2934333958724205	49.496749314010835	SEPT9;AKAP13;CLTC;ACTN4;AFF4
IKZF4 KO MOUSE GSE40273 CREEDSID GENE 1061 DOWN	4/314	0.0011835154011777158	0.03596066026655367	0	0	9.75682382133995	65.75383217745491	CREBBP;KMT2A;CLTC;PDS5A
DLX4 OE HUMAN GSE21657 CREEDSID GENE 2160 DOWN	4/323	0.0013135182827523234	0.038432571976827236	0	0	9.477212442729684	62.881740791937226	SEPT9;CLTC;CLTA;PFDN4
NKX25 SHRNA H1 HUMAN GSE69618 DAY10 RNASEQ UP	5/581	0.00158730647971839	0.04478471853491172	0	0	6.7340277777777775	43.40563555577472	SEPT9;AKAP13;CLTC;ACTN4;AFF4
MYCN SHRNA IMR575 HUMAN GSE80397 6HR RNASEQ DOWN	5/594	0.0017496723369155262	0.0476634877987333	0	0	6.580984719864176	41.77824130308775	MLLT11;SEPT9;CREBBP;CLTC;AFF4
STAT3 SIRNA MDAMB468 HUMAN GSE85579 RNASEQ UP	4/358	0.001914948587632042	0.05042697947431044	0	0	8.524989135158627	53.34993190286471	SEPT9;KMT2A;CEP170B;ACTN4
TET1 KD MOUSE GSE26830 CREEDSID GENE 1353 DOWN	3/170	0.0020693428408409677	0.052734865944011756	0	0	13.17564870259481	81.43241552929946	SEPT9;TET1;MYO1F
ZMAT4 SIRNA T47D HUMAN GSE79586 RNASEQ UP	4/378	0.002333220339990951	0.05760137714352661	0	0	8.060880296174414	48.853012154725214	SEPT9;KMT2A;CLTC;AFF4
ZRSR2 SHRNA TF1 HUMAN GSE63816 RNASEQ UP	4/388	0.0025643819783626497	0.0595841694972498	0	0	7.846955128205129	46.81523070182528	CREBBP;CLTC;MLLT1;ACTN4
TFE3 SIRNA 8988T HUMAN GSE62077 CONSTRUCT1 RNASEQ DOWN	4/388	0.0025643819783626497	0.0595841694972498	0	0	7.846955128205129	46.81523070182528	CLTA;ACTN4;PDS5A;AFF4
PAX7 OE H9 HUMAN GSE98976 PROLIFMYOG RNASEQ UP	4/395	0.002735307069469742	0.0617397881394599	0	0	7.703718276608302	45.46358258288032	MLLT11;CREBBP;ACTN4;AFF4
PGR SIRNA HESC HUMAN GSE94036 RNASEQ DOWN	4/406	0.0030195321903249348	0.06626195639879717	0	0	7.488710294680444	43.45438997940588	SEPT9;KMT2A;CLTC;ACTN4
U2AF1 KD A549 HUMAN GSE66553 RNASEQ DOWN	4/417	0.0033234451248264686	0.07096004455710568	0	0	7.285155522443658	41.574585652955875	SEPT9;ACTN4;AFF4;GIGYF2
MYB OE HUMAN GSE2815 CREEDSID GENE 941 UP	4/445	0.004190371102842424	0.08711560976961881	0	0	6.812837955695098	37.300056036540525	CLTC;CLTA;ACTN4;PFDN4
ZNF217 SIRNA MCF7 HUMAN GSE58326 RNASEQ UP	3/222	0.004391462086277705	0.08895525764511249	0	0	10.020801623541349	54.393843729118146	MLLT11;AKAP13;ACTN4
TCF7L2 SIRNA PANC1 HUMAN GSE63776 RNASEQ DOWN	3/226	0.004615641399402952	0.0911589176382083	0	0	9.839063278525161	52.917477708775664	SEPT9;CLTA;ACTN4
TSHZ3 SIRNA MCF7 HUMAN GSE79586 RNASEQ UP	4/470	0.005084466151229435	0.09563901573849155	0	0	6.43908880818752	34.00846762660838	SEPT9;KMT2A;CLTC;ACTN4
KMT2A KO MOUSE GSE24964 CREEDSID GENE 3009 UP	3/234	0.00508460590002107	0.09563901573849155	0	0	9.494468494468494	50.14539381661564	SEPT9;CLTC;ACTN4
GATA1 KO MOUSE GSE40273 CREEDSID GENE 1062 UP	3/237	0.005267628691345142	0.09677736432936423	0	0	9.371320037986704	49.163584725833374	KMT2A;CLTA;EPS15
E2F1 SHRNA NKI HUMAN GSE95304 RNASEQ UP	4/482	0.00555611687563915	0.09754071848344287	0	0	6.273575796588349	32.57777457735622	SEPT9;CREBBP;CLTC;ACTN4
REST SHRNA C2 HUMAN GSE90068 PBMPA RNASEQ UP	4/482	0.00555611687563915	0.09754071848344287	0	0	6.273575796588349	32.57777457735622	MLLT11;CLTC;ACTN4;AFF4
EZH2 SHRNA HUVEC HUMAN GSE71164 RNASEQ UP	3/247	0.005906325921714325	0.10071142975523392	0	0	8.982695810564662	46.09678136025231	SEPT9;CLTA;ACTN4
ZEB1 OE CFPAC1 HUMAN GSE64558 RNASEQ DOWN	3/251	0.0061742709345471375	0.10071142975523392	0	0	8.836021505376344	44.95206186895534	SEPT9;ACTN4;MLLT6
ETV2 OE HESC HUMAN GSE57395 RNASEQ UP	4/499	0.006273475427085895	0.10071142975523392	0	0	6.052836052836053	30.696502767669628	SEPT9;AKAP13;KMT2A;CLTC
ZNF253 SIRNA T47D HUMAN GSE79586 RNASEQ UP	4/503	0.0064508506030574115	0.10071142975523392	0	0	6.003083089255434	30.276809376655482	SEPT9;CLTC;PDS5A;AFF4
ASCL1 KO G523NS HUMAN GSE87615 RNASEQ DOWN	3/256	0.0065193377301992214	0.10071142975523392	0	0	8.659200702678964	43.581605456183055	SEPT9;TCF12;ACTN4
PPARG KO MOUSE GSE24292 CREEDSID GENE 3012 DOWN	3/257	0.006589710473457927	0.10071142975523392	0	0	8.624671916010499	43.31522287283828	SEPT9;VAV1;MYO1F
HNF1B OE HUMAN GSE3308 CREEDSID GENE 280 DOWN	3/259	0.006731821583154973	0.10071142975523392	0	0	8.55642361111111	42.789900172492224	MLLT11;CLTC;CLTA
MBNL1 SHRNA MDAMB231 HUMAN GSE76487 RNASEQ UP	3/264	0.00709510096809809	0.10071142975523392	0	0	8.390378884631758	41.518537542433464	CLTC;PDS5A;AFF4
OVOL1 OE MDA HUMAN GSE51975 RNASEQ DOWN	3/265	0.0071691345249754726	0.10071142975523392	0	0	8.357930449533503	41.27121265915064	SEPT9;FNBP1;ACTN4
ZNF142 SIRNA T47D HUMAN GSE79586 RNASEQ UP	4/519	0.007193907776446072	0.10071142975523392	0	0	5.811799850634802	28.67844697698754	SEPT9;CLTC;PDS5A;AFF4
RBM10 OE HEK293 HUMAN GSE44976 RNASEQ UP	3/267	0.007318585173428667	0.10071142975523392	0	0	8.293771043771043	40.78327760693863	CREBBP;CLTC;ACTN4
FOXL2 KD HUMAN GSE39890 CREEDSID GENE 2739 DOWN	3/267	0.007318585173428667	0.10071142975523392	0	0	8.293771043771043	40.78327760693863	MLLT11;KMT2A;TET1
FOXM1 SIRNA HUMAN GSE2222 CREEDSID GENE 853 UP	3/268	0.007394003703548819	0.10071142975523392	0	0	8.262054507337526	40.542611323251926	FNBP1;CLTC;ACTN4
FOXD4L6 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN	3/275	0.007934938839031179	0.10454894074835117	0	0	8.04656862745098	38.91706528043329	KMT2A;MLLT1;ACTN4
PRRX1 SIRNA T47D HUMAN GSE79586 RNASEQ UP	4/534	0.007940425879621607	0.10454894074835117	0	0	5.642960812772134	27.288164259085917	SEPT9;CLTC;AFF4;MLLT6
ZFX KO MOUSE GSE52416 CREEDSID GENE 1472 DOWN	3/279	0.008254323247180707	0.10554445061995145	0	0	7.928341384863124	38.032397807449854	TCF12;ACTN4;AFF4
NKX25 SHRNA H1 HUMAN GSE69618 DAY2 RNASEQ UP	4/541	0.00830572843170539	0.10554445061995145	0	0	5.567397221028506	26.672341332595398	SEPT9;CLTC;CLTA;ACTN4
MYC ACTIVATION  21 DAYS MOUSE GSE4356 CREEDSID GENE 754 UP	3/281	0.008416835935515116	0.10554445061995145	0	0	7.870503597122302	37.60149858469775	MLLT11;KMT2A;TCF12
NFE2L1 KD HUMAN GSE50588 CREEDSID GENE 2804 DOWN	3/286	0.008831384957800233	0.10901240807284662	0	0	7.729485669414998	36.55616521496702	MLLT11;AFF4;VAV1
PGR KO MOUSE GSE39920 CREEDSID GENE 3078 DOWN	3/290	0.009171568357587662	0.11146983080760389	0	0	7.620209059233449	35.751330789058784	CLTC;MYH11;ACTN4
REST SHRNA C2 HUMAN GSE90068 PBPA RNASEQ DOWN	3/294	0.009519387880313554	0.11394418826435919	0	0	7.5139366170294	34.97305241395518	SEPT9;AKAP13;ACTN4
MAF OE MACROPHAGE HUMAN GSE98368 RNASEQ UP	4/567	0.00975959443082961	0.1145111308761997	0	0	5.30318349501298	24.551111502562772	AKAP13;CREBBP;CLTC;CLTA
SOX2 OE HUMAN GSE34920 CREEDSID GENE 1422 UP	3/299	0.009964956271364199	0.1145111308761997	0	0	7.385135135135135	34.035729864253085	MLLT11;SEPT9;FNBP1
MECOM KD HUMAN GSE16238 CREEDSID GENE 2341 UP	3/300	0.010055514671205544	0.1145111308761997	0	0	7.359895248784138	33.852824948740796	SEPT9;CLTC;SEPT2
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 1660 DOWN	3/301	0.010146555900422757	0.1145111308761997	0	0	7.33482475764355	33.67140020605251	CLTC;TET1;ACTN4
OVOL1 KD BEWO HUMAN GSE66962 RNASEQ DOWN	3/304	0.010422581804221873	0.11526961876397195	0	0	7.2606127722406795	33.13584298386555	CEP170B;ACTN4;AFF4
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 2289 DOWN	3/305	0.010515559565486757	0.11526961876397195	0	0	7.236203090507726	32.96017606826194	CLTC;TET1;ACTN4
MYC OE MOUSE GSE55272 CREEDSID GENE 1826 UP	3/308	0.010797407327258132	0.11526961876397195	0	0	7.163934426229508	32.441513378944045	SEPT9;VAV1;MYO1F
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2573 DOWN	3/308	0.010797407327258132	0.11526961876397195	0	0	7.163934426229508	32.441513378944045	MLLT11;SEPT9;PFDN4
RELA OE HEK293 HUMAN GSE57027 RNASEQ UP	3/310	0.010987739505410989	0.11573752279032908	0	0	7.116539992761491	32.10253554681002	CLTC;CLTA;GIGYF2
E2F6 KD HUMAN GSE50588 CREEDSID GENE 2807 UP	3/312	0.011180023144825788	0.11621339847911016	0	0	7.069759079467818	31.768858452335873	SEPT9;CREBBP;TCF12
GATA1 TRUNCATED EXPRESSION  GATA1DELTANEODELTAHS MUTANT MOUSE GSE2433 CREEDSID GENE 2658 DOWN	3/316	0.011570459852583388	0.11818900843824463	0	0	6.977990770323038	31.11695419543858	SEPT9;MKL1;ACTN4
SRF MUT MOUSE GSE1948 CREEDSID GENE 1393 DOWN	3/317	0.011669294504029218	0.11818900843824463	0	0	6.955414012738854	30.957116960811295	SEPT9;CLTA;ACTN4
XPA KO HELA HUMAN GSE100855 RNASEQ DOWN	3/322	0.012170842808030206	0.12119222608788809	0	0	6.844653430860327	30.17610654783411	CREBBP;CLTC;ACTN4
ESR1 KO MOUSE GSE53812 CREEDSID GENE 2898 UP	3/323	0.012272630489912718	0.12119222608788809	0	0	6.822916666666667	30.023451009313405	CLTA;MYH11;SEPT2
RARA KO MOUSE GSE31280 CREEDSID GENE 1677 UP	3/328	0.01278898185720458	0.1247320452739706	0	0	6.716239316239316	29.277237477565446	CREBBP;EPS15;MYO1F
ZBTB48 KO HELA HUMAN GSE96777 RNASEQ DOWN	3/332	0.013210982335995103	0.12727653713946502	0	0	6.63323201621074	28.700050071543405	CLTC;PDS5A;AFF4
ZNF581 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	3/334	0.013424964122352544	0.12777977899588566	0	0	6.5924806982208795	28.417806455031535	KMT2A;ACTN4;AFF4
STAT3 SIRNA MDAMB157 HUMAN GSE85579 RNASEQ UP	3/336	0.013640937528724298	0.1277910689840033	0	0	6.552218885552219	28.139682716412675	MLLT11;CEP170B;ACTN4
OVOL1 OE PC3 HUMAN GSE48230 RNASEQ UP	3/337	0.013749671979291493	0.1277910689840033	0	0	6.5322687957418495	28.002139970337335	SEPT9;CLTC;ACTN4
ZEB2 SHRNA H1 HUMAN GSE69618 DAY10 RNASEQ UP	3/344	0.014524803072418024	0.13248738573731422	0	0	6.395894428152492	27.06676985932961	ACTN4;AFF4;GIGYF2
MYC SILENCING HUMAN GSE22139 CREEDSID GENE 1007 UP	3/346	0.014750775725677814	0.13248738573731422	0	0	6.35795270489148	26.80805075708308	MLLT11;ACTN4;SEPT2
GATA1 MUT MOUSE GSE2433 CREEDSID GENE 979 DOWN	3/348	0.01497875594214932	0.13248738573731422	0	0	6.320450885668277	26.552987492157296	SEPT9;MKL1;ACTN4
NFE2L2 KO MOUSE GSE29632 CREEDSID GENE 2152 UP	2/125	0.015036250528480738	0.13248738573731422	0	0	11.525551684088269	48.37609771345922	MKL1;MLLT1
EZH2 SHRNA PROE HUMAN GSE59089 RNASEQ UP	3/349	0.015093499640959848	0.13248738573731422	0	0	6.3018625561978165	26.426804638634618	FNBP1;ACTN4;MYO1F
EZH2 SHRNA HUVEC HUMAN GSE71164 RNASEQ DOWN	3/353	0.015557505161983136	0.13503815887394133	0	0	6.228571428571429	25.93086399768867	MLLT11;CLTC;AFF4
MYCN SHRNA IMR575 HUMAN GSE80397 12HR RNASEQ UP	2/128	0.015725962805572914	0.13503815887394133	0	0	11.249433106575964	46.71262132671351	CLTC;AFF4
FOXP3 OE SW780 HUMAN GSE81157 RNASEQ UP	3/356	0.015910799400102125	0.13515625296860945	0	0	6.174693106704438	25.56790489466839	SEPT9;CLTC;ACTN4
SETDB1 KO MOUSE GSE28593 CREEDSID GENE 2205 DOWN	2/130	0.016193246167993815	0.13609217524165013	0	0	11.072544642857142	45.653884539843645	TET1;MYO1F
PAX2 SIRNA REP HUMAN GSE59781 RNASEQ DOWN	3/366	0.017121290896090706	0.14146266999308515	0	0	6.00153045607591	24.410820076608605	CLTC;ACTN4;PDS5A
ZNF143 SIRNA MCF7 HUMAN GSE76453 RNASEQ UP	3/367	0.017245125328038614	0.14146266999308515	0	0	5.984737484737485	24.299385333008658	SEPT9;ACTN4;AFF4
WT1 OE HUMAN GSE5117 CREEDSID GENE 2720 UP	3/368	0.017369467075100332	0.14146266999308515	0	0	5.968036529680365	24.188699011939963	MLLT11;CLTC;ACTN4
ADAR KD HUVEC HUMAN GSE60217 RNASEQ DOWN	2/137	0.017875243151028102	0.1440963478501245	0	0	10.494708994708995	42.234262373458584	CLTC;ACTN4
ADARB1 KD HUVEC HUMAN GSE60217 RNASEQ UP	3/374	0.018126182613127085	0.1446432753976808	0	0	5.8697214734950585	23.5399182761456	MLLT11;CLTC;ACTN4
EZH2 KO HESC HUMAN GSE76626 RNASEQ DOWN	3/383	0.0192956040257538	0.152435271803455	0	0	5.728070175438597	22.613722111797863	KMT2A;TCF12;TET1
TP53 KD HUMAN GSE1676 CREEDSID GENE 1784 UP	3/393	0.020643430423827155	0.1614684161863708	0	0	5.578347578347579	21.645986486240197	SEPT9;CLTA;SEPT2
MYC OE U2OS HUMAN GSE66927 RNASEQ DOWN	3/398	0.02133651554894959	0.16525340474186448	0	0	5.506329113924051	21.1846945334193	SEPT9;CLTC;ACTN4
SP140 KD PBMC HUMAN GSE83381 RNASEQ DOWN	3/403	0.022042399082643042	0.16906306092512624	0	0	5.436111111111111	20.73760843978492	AKAP13;CLTC;AFF4
LIN28 OE CD34 HUMAN GSE93256 RNASEQ UP	3/411	0.02319845717060634	0.1762190496613366	0	0	5.3273420479302835	20.050354802043508	CREBBP;ACTN4;PDS5A
EZH2 SHRNA NKI HUMAN GSE95304 RNASEQ DOWN	2/159	0.023617356650238598	0.17769249289227135	0	0	9.01410373066424	33.76478985279455	FNBP1;ACTN4
ATF4 KO HEK293 HUMAN GSE97384 RNASEQ DOWN	3/423	0.024994079836206228	0.18627663274153697	0	0	5.171957671957672	19.079953292131417	KMT2A;CLTC;PDS5A
ELF3 KO CFPAC1 HUMAN GSE64558 RNASEQ UP	3/428	0.02576405732295615	0.19022061014145195	0	0	5.109803921568627	18.695622257428106	SEPT9;CLTC;ACTN4
ADNP DEFICIENCY MOUSE GSE4068 CREEDSID GENE 718 UP	3/430	0.02607563902453969	0.19073847064246627	0	0	5.085349986989331	18.545019243039402	CLTC;CLTA;ACTN4
RELA KD HUMAN GSE1676 CREEDSID GENE 1787 UP	3/433	0.026546858218981756	0.19240383479812465	0	0	5.0490956072351425	18.322379657486024	SEPT9;CLTC;CLTA
HIF1A MUT MOUSE GSE1321 CREEDSID GENE 791 UP	3/438	0.027342478986439375	0.19636871272079187	0	0	4.98978288633461	17.959794298430893	CLTC;ACTN4;SEPT2
KLF4 OE HUMAN GSE3113 CREEDSID GENE 2071 DOWN	2/181	0.030014385830831856	0.21242003422870046	0	0	7.897446129289705	27.68906595689205	MLLT11;CLTC
GATA6 OE HESC HUMAN GSE69322 KSRMEDIA RNASEQ DOWN	3/456	0.030312754766933424	0.21242003422870046	0	0	4.787098356634781	16.736589633045234	KMT2A;TCF12;PDS5A
TSHZ3 SIRNA T47D HUMAN GSE79586 RNASEQ UP	3/458	0.030653017597559305	0.21242003422870046	0	0	4.7655677655677655	16.608118837333237	SEPT9;CLTC;AFF4
FOXQ1 OE HUVEC HUMAN GSE79306 RNASEQ DOWN	3/458	0.030653017597559305	0.21242003422870046	0	0	4.7655677655677655	16.608118837333237	FNBP1;CLTA;MLLT6
TP53 MUTATION HUMAN GSE27157 CREEDSID GENE 3046 DOWN	3/460	0.030995323893835785	0.21278405571702874	0	0	4.744225626063701	16.481055201128697	CLTA;MYH11;ACTN4
ASCL1 KO G523NS HUMAN GSE87617 RNASEQ DOWN	2/185	0.031244241092627002	0.21278405571702874	0	0	7.723263075722092	26.768213541271834	SEPT9;TCF12
PBX3 OE SMMC7721 HUMAN GSE71261 RNASEQ DOWN	3/468	0.03238496384334698	0.2159824800245085	0	0	4.660692951015531	15.986461323781473	SEPT9;MLLT1;ACTN4
KLF9 OE GBM1A HUMAN GSE62212 RNASEQ DOWN	2/189	0.03249396364079431	0.2159824800245085	0	0	7.556531703590527	25.893974299590774	MLLT11;SEPT9
NKX25 SHRNA H1 HUMAN GSE69618 DAY6 RNASEQ UP	3/471	0.032914490219808655	0.2159824800245085	0	0	4.630104463437797	15.806446405694142	SEPT9;CLTC;AFF4
MYCN SHRNA IMR575 HUMAN GSE80397 12HR RNASEQ DOWN	3/472	0.03309201740763605	0.2159824800245085	0	0	4.619995261786307	15.747083795242396	SEPT9;MLLT1;ACTN4
MYB KD A549 HUMAN GSE85187 RNASEQ UP	2/192	0.03344413414753656	0.2159824800245085	0	0	7.43609022556391	25.266933849831812	MLLT11;CLTC
LIN28 SIRNA MCF7 HUMAN GSE71012 RNASEQ DOWN	3/475	0.03362765195318297	0.2159824800245085	0	0	4.589924670433145	15.570890633825456	KMT2A;CLTC;AFF4
STAT3 SIRNA MDAMB231 HUMAN GSE85579 RNASEQ DOWN	3/475	0.03362765195318297	0.2159824800245085	0	0	4.589924670433145	15.570890633825456	SEPT9;CLTC;ACTN4
ESR1 KO MOUSE GSE9371 CREEDSID GENE 2430 DOWN	2/195	0.03440522023768087	0.21820403242849054	0	0	7.31939304219097	24.66303868430026	CLTA;PFDN4
BNC2 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	3/480	0.03453054287905775	0.21820403242849054	0	0	4.5406475658047984	15.283415796601249	KMT2A;CLTC;AFF4
PPARD KO HCT116 HUMAN GSE89729 RNASEQ UP	3/482	0.03489525353707788	0.21820403242849054	0	0	4.521224773834377	15.17053777451983	CLTC;ACTN4;PDS5A
ZMAT4 SIRNA MCF7 HUMAN GSE79586 RNASEQ UP	3/483	0.03507836977014975	0.21820403242849054	0	0	4.511574074074074	15.114542752000206	KMT2A;CLTC;AFF4
KLF9 DEFICIENCY MOUSE GSE6443 CREEDSID GENE 674 DOWN	2/198	0.03537711180032136	0.2183431118926084	0	0	7.206268221574344	24.081116091085146	CLTC;ACTN4
FOXD4L6 SIRNA T47D HUMAN GSE79586 RNASEQ DOWN	2/199	0.03570345794550293	0.21864908354222723	0	0	7.169325598259609	23.891833001389262	SEPT9;MLLT1
ZNF503 SHRNA H1 HUMAN GSE69618 DAY6 RNASEQ UP	3/491	0.03656153607780287	0.22218164231895587	0	0	4.435792349726776	14.67696572133358	SEPT9;CLTC;AFF4
SOX11 DEPLETION HUMAN GSE34763 CREEDSID GENE 353 DOWN	2/204	0.037352874448926196	0.2252577924782572	0	0	6.99009900990099	22.97886989951578	MLLT11;SEPT9
GATA2 OE HESC HUMAN GSE57395 RNASEQ UP	3/505	0.03923484112173118	0.23385517822571084	0	0	4.3089862771137675	13.95331680188408	SEPT9;CLTA;ACTN4
NFIA DEFICIENCY MOUSE GSE4623 CREEDSID GENE 666 DOWN	2/210	0.039370555321543724	0.23385517822571084	0	0	6.7864010989010985	21.952223199246387	MLLT11;CREBBP
GATA4 OE A549 HUMAN GSE85001 RNASEQ DOWN	3/509	0.04001675022041194	0.23464653944465744	0	0	4.274044795783926	13.755830062378623	SEPT9;CLTA;ACTN4
PAX5 SIRNA T47D HUMAN GSE79586 RNASEQ UP	2/213	0.04039484729680179	0.23464653944465744	0	0	6.688896411645227	21.465023392848277	CLTC;AFF4
BACH2 KO MOUSE GSE42598 CREEDSID GENE 2778 DOWN	2/213	0.04039484729680179	0.23464653944465744	0	0	6.688896411645227	21.465023392848277	TET1;MYO1F
GATA4 INACTIVATION MOUSE GSE5298 CREEDSID GENE 546 DOWN	2/215	0.04108335933626845	0.23690404288797137	0	0	6.62541918175721	21.149345898835282	TCF12;SEPT2
MECP2 MUT HUMAN GSE6955 CREEDSID GENE 2473 DOWN	2/217	0.041776355525269364	0.2375986892272427	0	0	6.56312292358804	20.84070301339166	MLLT11;ACTN4
JUNB KO MEL888 HUMAN GSE98867 RNASEQ DOWN	3/518	0.04180533899061612	0.2375986892272427	0	0	4.197411003236246	13.325651757494496	CLTC;ACTN4;AFF4
FOXQ1 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	2/221	0.043175676179656244	0.24242469744176315	0	0	6.441943900848011	20.243666945076935	MLLT1;ACTN4
ZEB1 SIRNA CORNEA HUMAN GSE90489 RNASEQ UP	3/528	0.04384003129900296	0.24242469744176315	0	0	4.1153439153439155	12.869536095486845	CLTC;ACTN4;AFF4
STAT3 SIRNA HCC70 HUMAN GSE85579 RNASEQ UP	2/223	0.04388193890401536	0.24242469744176315	0	0	6.382999353587589	19.954867418835565	CEP170B;ACTN4
MYC KNOCKIN MOUSE GSE39443 CREEDSID GENE 1847 DOWN	2/223	0.04388193890401536	0.24242469744176315	0	0	6.382999353587589	19.954867418835565	AKAP13;KMT2A
