Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
EOMES 20176728 ChIP-ChIP TSCs Mouse	6/1744	0.042061876030628734	0.5923024835652395	0	0	2.622554660529344	8.309862117644483	FNBP1;CLTC;CLTA;AFF4;VAV1;MLLT6
TCF3 18347094 ChIP-ChIP MESCs Mouse	7/2221	0.042462861873243274	0.5923024835652395	0	0	2.4408310749774165	7.710891503058074	MLLT11;LAMC3;FNBP1;CLTC;MKL1;ACTN4;MLLT6
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	3/527	0.04363432588915876	0.593043937360102	0	0	4.123409669211196	12.914152708062062	FNBP1;MKL1;ACTN4
GATA1 26923725 Chip-Seq HPCs Mouse	2/226	0.04494949968255246	0.593043937360102	0	0	6.29655612244898	19.533274935722194	TET1;MYO1F
VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	2/239	0.04968647600685127	0.593043937360102	0	0	5.947257383966245	17.853800452880492	ELL;MKL1
SCL 19346495 ChIP-Seq HPC-7 Human	2/252	0.054597543642208805	0.593043937360102	0	0	5.634285714285714	16.383186606197004	AKAP13;VAV1
ZFP281 18358816 ChIP-ChIP MESCs Mouse	3/578	0.054750579819635395	0.593043937360102	0	0	3.747826086956522	10.887312303759469	MLLT1;AFF4;MLLT6
STAT3 22323479 ChIP-Seq MACROPHAGE Mouse	1/38	0.05549603883191679	0.593043937360102	0	0	18.576887232059647	53.71402231134463	EPS15
FOXP3 21729870 ChIP-Seq TREG Human	5/1404	0.055682621168532266	0.593043937360102	0	0	2.6548963545389563	7.667572148285475	AKAP13;MKL1;PFDN4;EPS15;MLLT6
GFI1B 20887958 ChIP-Seq HPC-7 Mouse	6/1871	0.05609629391878237	0.593043937360102	0	0	2.4269436997319036	6.991261599615665	MLLT11;AKAP13;DCP1A;GIGYF2;VAV1;MYO1F
SFPI1 20887958 ChIP-Seq HPC-7 Mouse	7/2369	0.057046048830590855	0.593043937360102	0	0	2.268821558737989	6.497670037432609	ELL;CLTA;DCP1A;AFF4;GIGYF2;VAV1;MYO1F
E2F4 17652178 ChIP-ChIP JURKAT Human	4/1002	0.06099261527499564	0.593043937360102	0	0	2.92461846770464	8.180165116591095	CASC5;CLTA;ACTN4;MLLT6
RUNX1 17652178 ChIP-ChIP JURKAT Human	4/1003	0.06117379854855951	0.593043937360102	0	0	2.9215369215369216	8.16288023810998	CREBBP;TCF12;CASC5;AFF4
ESR1 22446102 ChIP-Seq UTERUS Mouse	6/1916	0.06169539932114619	0.593043937360102	0	0	2.363874345549738	6.58468052953403	AKAP13;ELL;FNBP1;MKL1;TCF12;ACTN4
SMAD3 22036565 ChIP-Seq ESCs Mouse	4/1020	0.0642989586614786	0.593043937360102	0	0	2.87007874015748	7.876104068709672	FNBP1;ACTN4;MYO1F;MLLT6
KLF4 18555785 ChIP-Seq MESCs Mouse	7/2444	0.06553995428373291	0.593043937360102	0	0	2.1896308718845336	5.966952870499565	MLLT11;FNBP1;CLTC;ACTN4;AFF4;EPS15;MLLT6
FOXA2 19822575 ChIP-Seq HepG2 Human	8/2968	0.0661133013772035	0.593043937360102	0	0	2.0896805896805897	5.676377679901392	AKAP13;ELL;MKL1;TCF12;TET1;MLLT1;ACTN4;EPS15
E2F7 22180533 ChIP-Seq HELA Human	1/46	0.0667940570746933	0.593043937360102	0	0	15.268199233716475	41.317902512852925	PDS5A
OCT4 18692474 ChIP-Seq MEFs Mouse	6/1992	0.07190950404125507	0.593043937360102	0	0	2.2638469284994964	5.959230305827466	MLLT11;ELL;LAMC3;FNBP1;CLTC;ACTN4
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	ELL;MKL1;TCF12;PDS5A;DCP1A;MYO1F
TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	AKAP13;ELL;CLTC;TCF12;MLLT1;ACTN4
NELFA 20434984 ChIP-Seq ESCs Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	MLLT11;FNBP1;CLTC;CLTA;ACTN4;DCP1A
GATA3 21867929 ChIP-Seq TH1 Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	ACER1;CREBBP;ELL;CLTC;MKL1;DCP1A
SOX11 22085726 ChIP-Seq ESNs Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	MKL1;TET1;ACTN4;PDS5A;DCP1A;MLLT6
SOX3 22085726 ChIP-Seq MUSCLE Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	MLLT11;ELL;CLTC;CASC5;MYO1F;MLLT6
GATA2 22383799 ChIP-Seq G1ME Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	MLLT11;CREBBP;FNBP1;CLTC;GIGYF2;MLLT6
TCF7 22412390 ChIP-Seq EML Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	CREBBP;LAMC3;CLTC;PDS5A;VAV1;MLLT6
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	CREBBP;LAMC3;CLTC;CLTA;PDS5A;PFDN4
MYC 27129775 Chip-Seq CORNEA Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	ACER1;CREBBP;PFDN4;AFF4;EPS15;MLLT6
RARB 27405468 Chip-Seq BRAIN Mouse	6/2000	0.07304033787339491	0.593043937360102	0	0	2.2537612838515546	5.89751500264331	CLTC;MKL1;TET1;AFF4;GIGYF2;MLLT6
BMI1 19503595 ChIP-Seq MEFsC Mouse	3/661	0.07547096422187388	0.603767713774991	0	0	3.261060452549814	8.426603938624504	ACER1;MYO1F;MLLT6
CTCF 18555785 ChIP-Seq MESCs Mouse	5/1568	0.08150902922392528	0.6426219115625413	0	0	2.3553422904670507	5.904940814375624	LAMC3;FNBP1;MLLT1;MYH11;PFDN4
SMARCA4 20176728 ChIP-ChIP TSCs Mouse	4/1118	0.08395117999023478	0.6524205987812531	0	0	2.604060212677807	6.451610840651384	ELL;FNBP1;CLTC;DCP1A
STAT3 23295773 ChIP-Seq U87 Human	8/3165	0.08970879430833935	0.6873462549822057	0	0	1.9365911250611916	4.669482325218301	AKAP13;FNBP1;CLTC;MKL1;MYH11;PFDN4;EPS15;VAV1
WT1 20215353 ChIP-ChIP NEPHRON PROGENITOR Mouse	5/1663	0.09904795180613499	0.7459285021182818	0	0	2.208926417370326	5.10737183225183	CLTC;MLLT1;AFF4;EPS15;MLLT6
ZFX 18555785 ChIP-Seq MESCs Mouse	8/3249	0.10116987396188201	0.7459285021182818	0	0	1.8769739979243218	4.300061566262687	MLLT11;CREBBP;ELL;FNBP1;CLTC;TCF12;ACTN4;VAV1
TCF4 23295773 ChIP-Seq U87 Human	9/3812	0.10176751802980039	0.7459285021182818	0	0	1.8219075166222156	4.163175827978374	LAMC3;MKL1;CLTA;TET1;MLLT1;MYH11;PDS5A;EPS15;VAV1
ATF3 23680149 ChIP-Seq GBM1-GSC Human	6/2189	0.10283940746116017	0.7459285021182818	0	0	2.036990380210719	4.633311142026035	MLLT11;ELL;MKL1;CASC5;ACTN4;EPS15
EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	13/6207	0.10586718739633338	0.7528830307924428	0	0	1.7007730441223954	3.8192047878767745	CREBBP;ELL;LAMC3;FNBP1;CLTC;TCF12;MLLT1;ACTN4;AFF4;MLLT6;MYH11;EPS15;MYO1F
NACC1 18358816 ChIP-ChIP MESCs Mouse	3/769	0.10689816364478266	0.7528830307924428	0	0	2.7856106759501014	6.228287407906103	MLLT11;ACTN4;MLLT6
GATA2 20887958 ChIP-Seq HPC-7 Mouse	5/1708	0.10799877705636576	0.7528830307924428	0	0	2.145273047563124	4.77459558470783	CREBBP;FNBP1;MKL1;MLLT1;AFF4
MYC 19030024 ChIP-ChIP MESCs Mouse	9/3868	0.1093341166040496	0.7528830307924428	0	0	1.789249620553067	3.9602299135182246	MLLT11;ELL;CLTC;CASC5;CLTA;MLLT1;DCP1A;AFF4;MLLT6
SOX2 18358816 ChIP-ChIP MESCs Mouse	3/785	0.11194435325965205	0.761221602165634	0	0	2.7263427109974425	5.9700181584072824	MLLT11;AFF4;MLLT6
ASH2L 23239880 ChIP-Seq MESCs Mouse	8/3336	0.11392625976516348	0.7651343865709744	0	0	1.8184003496503496	3.949936302262585	FNBP1;TCF12;CASC5;CLTA;ACTN4;PDS5A;DCP1A;MLLT6
YAP1 20516196 ChIP-Seq MESCs Mouse	6/2329	0.12865821527865492	0.7819033166936251	0	0	1.8991605682307362	3.894410845608933	AKAP13;CREBBP;CLTC;ACTN4;EPS15;MLLT6
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	3/838	0.1293116202240866	0.7819033166936251	0	0	2.546240851630073	5.20841237257314	CASC5;ACTN4;DCP1A
CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat	6/2393	0.14147953968253352	0.7819033166936251	0	0	1.8415374947633012	3.6013110345738415	MLLT11;ELL;CLTC;DCP1A;AFF4;EPS15
GATA2 19941826 ChIP-Seq K562 Human	6/2410	0.14498887987032053	0.7819033166936251	0	0	1.8267470881863561	3.52762806874922	CREBBP;MKL1;MLLT1;ACTN4;DCP1A;EPS15
CIITA 25753668 ChIP-Seq RAJI Human	2/459	0.15044899241208964	0.7819033166936251	0	0	3.0498593310409503	5.776833632463348	KMT2A;CASC5
TCF3 18467660 ChIP-ChIP MESCs Mouse	4/1388	0.15143695859661044	0.7819033166936251	0	0	2.066029346376167	3.899807771280766	ACTN4;AFF4;EPS15;MLLT6
TFAP2A 17053090 ChIP-ChIP MCF-7 Human	5/1904	0.15153826021499225	0.7819033166936251	0	0	1.9032122169562928	3.591203759404402	AKAP13;MKL1;CASC5;MLLT1;MLLT6
SPI1 23127762 ChIP-Seq K562 Human	4/1389	0.15171950752921531	0.7819033166936251	0	0	2.0644265481810606	3.8929341630954983	MKL1;TCF12;ACTN4;VAV1
LMO2 26923725 Chip-Seq MACROPHAGESS Mouse	2/473	0.1577862870386371	0.7819033166936251	0	0	2.957082195935699	5.46029300931902	AKAP13;ELL
FOXM1 26100407 CHIP-SEQ Hek293 flp-in Human	5/1934	0.15881610803896476	0.7819033166936251	0	0	1.8705028512182478	3.441740770105429	CLTC;TCF12;TET1;ACTN4;EPS15
MYB 21317192 ChIP-Seq ERMYB Mouse	3/923	0.15905701586216422	0.7819033166936251	0	0	2.300724637681159	4.229865107616318	MKL1;ACTN4;MYO1F
EOMES 21245162 ChIP-Seq HESCs Human	3/932	0.16232913946927668	0.7819033166936251	0	0	2.2773591675636884	4.140533383152333	CLTC;TCF12;MLLT6
GF1 26923725 Chip-Seq HPCs Mouse	4/1432	0.16406947456685175	0.7819033166936251	0	0	1.997629821159233	3.610646614862322	AKAP13;MKL1;DCP1A;MYO1F
ESRRB 18555785 ChIP-Seq MESCs Mouse	4/1434	0.16465321368438776	0.7819033166936251	0	0	1.994620763851533	3.5981238260816513	LAMC3;CLTC;MLLT1;MLLT6
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	5/1962	0.16574531897095254	0.7819033166936251	0	0	1.8408788962698006	3.3086169637515437	CLTC;DCP1A;EPS15;VAV1;MYO1F
POU5F1 18692474 ChIP-Seq MESCs Mouse	9/4232	0.16652080688790144	0.7819033166936251	0	0	1.598085315111126	2.864783686553944	MLLT11;ELL;LAMC3;FNBP1;CLTC;MKL1;ACTN4;DCP1A;MLLT6
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	4/1452	0.16994299359694728	0.7819033166936251	0	0	1.9679133021674458	3.48771745464821	MLLT11;ELL;MLLT1;VAV1
SMAD 19615063 ChIP-ChIP OVARY Human	1/124	0.17031928931456847	0.7819033166936251	0	0	5.5640594336977856	9.848832720808518	TCF12
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	4/1466	0.17410143473639983	0.7819033166936251	0	0	1.9475954961591075	3.4046251686638827	CLTC;CASC5;PDS5A;PFDN4
CDX2 20551321 ChIP-Seq CACO-2 Human	2/504	0.1742752011746108	0.7819033166936251	0	0	2.7700626067159932	4.839630710148373	TCF12;ACTN4
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CREBBP;FNBP1;CASC5;CLTA;MLLT6
NEUROD2 26341353 ChIP-Seq CORTEX Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CREBBP;CLTC;TCF12;TET1;PDS5A
NCOR1 26117541 ChIP-Seq K562 Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	MLLT11;LAMC3;FNBP1;TET1;MLLT6
CTCF 18555785 Chip-Seq ESCs Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	LAMC3;CASC5;PFDN4;EPS15;GIGYF2
KLF4 18555785 Chip-Seq ESCs Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	FNBP1;CASC5;PFDN4;EPS15;GIGYF2
TAF2 19829295 ChIP-Seq ESCs Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	LAMC3;FNBP1;CLTA;AFF4;GIGYF2
CTCF 20526341 ChIP-Seq ESCs Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CREBBP;TCF12;MYH11;ACTN4;DCP1A
DPY 21335234 ChIP-Seq ESCs Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	FNBP1;AFF4;GIGYF2;MYO1F;MLLT6
AR 21915096 ChIP-Seq LNCaP-1F5 Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CREBBP;ELL;FNBP1;CLTC;VAV1
CTCF 21964334 Chip-Seq Bcells Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	MLLT11;ELL;PDS5A;PFDN4;MYO1F
CTCF 21964334 ChIP-Seq BJAB-B Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	MLLT11;ELL;MLLT1;PDS5A;DCP1A
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	LAMC3;FNBP1;PDS5A;VAV1;MYO1F
SMC1 22415368 ChIP-Seq MEFs Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	MKL1;MLLT1;PDS5A;VAV1;MYO1F
NCOR 22424771 ChIP-Seq 293T Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	ACER1;CREBBP;ELL;MLLT1;MYH11
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	FNBP1;CLTC;TCF12;CLTA;AFF4
NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CLTC;CLTA;AFF4;EPS15;GIGYF2
CSB 26484114 Chip-Seq FIBROBLAST Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	CASC5;CLTA;PDS5A;PFDN4;MLLT6
KDM2B 26808549 Chip-Seq JURKAT Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	ELL;CASC5;TET1;MYO1F;MLLT6
P300 27058665 Chip-Seq ZR-75-30cells Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	MLLT11;TCF12;GIGYF2;MYO1F;MLLT6
SMRT 27268052 Chip-Seq Bcells Human	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	TCF12;MLLT1;MYH11;PDS5A;VAV1
RUNX1 27457419 Chip-Seq LIVER Mouse	5/2000	0.17535331734673212	0.7819033166936251	0	0	1.8020050125313283	3.1372049228071535	LAMC3;FNBP1;CASC5;PFDN4;GIGYF2
TP53 22127205 ChIP-Seq IMR90 Human	3/975	0.17825230832343836	0.7871137509718136	0	0	2.1716963877457705	3.7452104500021948	AKAP13;ACTN4;DCP1A
PPARD 23208498 ChIP-Seq MDA-MB-231 Human	2/516	0.18073736090514425	0.7871137509718136	0	0	2.7037242912729296	4.625289118418243	ELL;DCP1A
NKX2-5 21415370 ChIP-Seq HL-1 Mouse	4/1507	0.18649338492837284	0.7871137509718136	0	0	1.8902707405701418	3.1744441448029743	AKAP13;CREBBP;ACTN4;PDS5A
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	6/2601	0.18723855995615687	0.7871137509718136	0	0	1.6738921001926783	2.804391543033424	LAMC3;FNBP1;MKL1;CASC5;ACTN4;EPS15
IRF4 20064451 ChIP-Seq CD4+T Mouse	3/1000	0.1877155615267818	0.7871137509718136	0	0	2.1144544745347154	3.5371174496687074	CREBBP;MLLT1;MYH11
CBP 20019798 ChIP-Seq JUKART Human	3/1000	0.1877155615267818	0.7871137509718136	0	0	2.1144544745347154	3.5371174496687074	CREBBP;MLLT1;MYH11
ETV2 25802403 ChIP-Seq MESCs Mouse	3/1000	0.1877155615267818	0.7871137509718136	0	0	2.1144544745347154	3.5371174496687074	ACER1;CREBBP;TET1
GABP 17652178 ChIP-ChIP JURKAT Human	3/1001	0.18809703607782308	0.7871137509718136	0	0	2.1122244488977957	3.52909890613073	CLTC;CLTA;DCP1A
TAL1 20887958 ChIP-Seq HPC-7 Mouse	5/2067	0.19283834813395137	0.7911068727203121	0	0	1.7369544131910766	2.858858506412393	MLLT11;CLTA;GIGYF2;VAV1;MYO1F
SPI1 23547873 ChIP-Seq NB4 Human	7/3198	0.1930438006246957	0.7911068727203121	0	0	1.6003297317182839	2.6322834266498876	CLTC;MKL1;CLTA;MYH11;ACTN4;VAV1;MLLT6
DMRT1 23473982 ChIP-Seq TESTES Mouse	5/2072	0.19416985029765962	0.7911068727203121	0	0	1.7322689888727625	2.839226958362645	CREBBP;CLTC;TCF12;TET1;MLLT6
NANOG 18555785 ChIP-Seq MESCs Mouse	2/542	0.19486823703037098	0.7911068727203121	0	0	2.57010582010582	4.203232418365752	ACTN4;MLLT6
EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	5/2093	0.19980096479392043	0.8020706978082134	0	0	1.7128352490421457	2.758407408883832	CREBBP;FNBP1;TCF12;ACTN4;MLLT6
PADI4 21655091 ChIP-ChIP MCF-7 Human	3/1037	0.20197183143232694	0.8020706978082134	0	0	2.034816247582205	3.2549470903711284	AKAP13;CLTC;CASC5
RXR 22108803 ChIP-Seq LS180 Human	2/555	0.20199206911714196	0.8020706978082134	0	0	2.5080082665977783	4.0116265477683	MKL1;DCP1A
