Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ZC3H3 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;ELL;MKL1;MYO1F
RC3H2 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	CLTC;PDS5A;AFF4;EPS15
MYSM1 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	AKAP13;KMT2A;TET1;PDS5A
ANKZF1 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;FNBP1;MYO1F;MLLT6
ZC3H7B human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;CEP170B;MLLT1;ACTN4
CENPB human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;CEP170B;MLLT1;ACTN4
UBR4 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;CREBBP;CLTC;MLLT6
ZFP36 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	AKAP13;ELL;MYO1F;MLLT6
PHF21A human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	AKAP13;CREBBP;MYO1F;MLLT6
CUL4B human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	CLTC;ACTN4;PDS5A;SEPT2
ADAR human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;FNBP1;MYO1F;MLLT6
DVL3 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;CEP170B;MLLT1;ACTN4
MECP2 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	SEPT9;CREBBP;KMT2A;MLLT6
CHD7 human tf ARCHS4 coexpression	4/299	9.873962124732382E-4	0.010479864346022778	0	0	10.260756192959583	71.00893905111197	MLLT11;KMT2A;TCF12;TET1
ETV1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	TCF12;AFF4;SEPT2
POU2F2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	FNBP1;VAV1;MYO1F
KLF6 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;ELL;MLLT6
RORA human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;EPS15;MLLT6
SREBF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CEP170B;ACTN4
ZNF10 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TCF12;DCP1A
GMEB2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;ELL;MLLT6
ERF human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CEP170B;ACTN4
NFKB1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;FNBP1;VAV1
ELF2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;KMT2A;AFF4
SRF human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MLLT1;ACTN4
STAT1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;FNBP1;MLLT6
CREB1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;AKAP13;TET1
ELF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;FNBP1;VAV1
HOXC13 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CLTC;CEP170B;ACTN4
FOSB human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;CREBBP;MLLT6
ID1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CEP170B;CLTA;ACTN4
IRF3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MYO1F;MLLT6
ZNF384 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;KMT2A;MLLT6
HIVEP3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	FNBP1;VAV1;MLLT6
KLF2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	VAV1;MYO1F;MLLT6
JUND human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CREBBP;MLLT6
RARA human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;MKL1;MYO1F
ARNTL human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;ELL;MYO1F
DMTF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;KMT2A;SEPT2
PAX3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	TCF12;TET1;SEPT2
HLX human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
IRF8 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	FNBP1;MKL1;VAV1
NFIC human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CEP170B;MLLT1;ACTN4
SPIB human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	FNBP1;DCP1A;VAV1
NR4A2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;CREBBP;MLLT6
USF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
RUNX1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MKL1;VAV1;MLLT6
ZBTB7B human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MYO1F;MLLT6
IKZF3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;FNBP1;MLLT6
RBPJ human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	TCF12;TET1;PFDN4
CEBPB human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
RARG human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CEP170B;ACTN4
SP3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;CLTC;PDS5A
RELA human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;ELL;MLLT6
STAT5B human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	VAV1;MYO1F;MLLT6
SIX5 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CEP170B;MLLT1;ACTN4
SATB1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;FNBP1;MLLT6
HSF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CEP170B;ACTN4
IRF7 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
ZNF267 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;ELL;VAV1
ZNF395 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;FNBP1;MLLT6
TEAD1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CLTC;ACTN4;AFF4
POU3F4 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TCF12;DCP1A
ZNF398 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CREBBP;TET1;MLLT1
SREBF2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CEP170B;MLLT1
PBX2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MYO1F;MLLT6
ZNF254 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TCF12;TET1
IRF9 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
FOXN3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;CREBBP;MLLT6
ZFAT human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;FNBP1;GIGYF2
ZNF516 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;CREBBP;MYO1F
KLF3 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;MYO1F;MLLT6
ZNF142 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CREBBP;MLLT6
GLIS2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CEP170B;MLLT1;ACTN4
CASZ1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CEP170B;MYH11;MLLT6
ZNF670 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TET1;PFDN4
VEZF1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;KMT2A;TCF12
JDP2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	ELL;VAV1;MYO1F
RERE human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	CREBBP;GIGYF2;MLLT6
ZNF92 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TCF12;TET1
ZNF462 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;KMT2A;TET1
CIZ1 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MLLT1;ACTN4
ZNF276 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	VAV1;MYO1F;MLLT6
TSC22D4 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;MYO1F;MLLT6
GBX2 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	TCF12;MLLT1;SEPT2
ZNF217 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	SEPT9;CLTC;PDS5A
ZNF449 human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	MLLT11;TET1;SEPT2
MGA human tf ARCHS4 coexpression	3/299	0.009964956271364199	0.043491911950720386	0	0	7.385135135135135	34.035729864253085	AKAP13;KMT2A;PDS5A
